budget;genres;id;keywords;original_language;original_title;overview;production_companies;release_date;revenue;runtime;tagline;title;rating;vote_count;director
0;Drama;31007;prostitute rape stripper independent film teenage girl;en;Welcome to the Rileys;Years after their teenage daughter’s death, Lois and Doug Riley, an upstanding Indiana couple, are frozen by estranging grief. Doug escapes to New Orleans on a business trip. Compelled by urgencies he doesn’t understand, he insinuates himself into the life of an underage hooker, becoming her platonic guardian.;"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Film Rites"", ""id"": 8083}, {""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Argonaut Pictures"", ""id"": 54860}]";2010-10-29;42145;110.0;;Welcome to the Rileys;6.4;139;Jake Scott
0;Comedy & Crime;11546;video game mafia police academy moscow commandant;en;Police Academy: Mission to Moscow;The Russians need help in dealing with the Mafia and so they seek help with the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.;"[{""name"": ""Warner Bros."", ""id"": 6194}]";1994-06-09;126247;83.0;Just when we thought the Cold War was over, leave it to these guys to heat it up again.;Police Academy: Mission to Moscow;4.1;178;Alan Metter
0;Drama & Crime;41894;;en;Blood Done Sign My Name;A drama based on the true story in which a black Vietnam-era veteran is allegedly murdered by a local white businessman who is later exonerated. The plot focuses on the role of a local high school teacher and the civil unrest that followed the acquittal.;[];2010-02-01;0;0.0;No one changes the world alone.;Blood Done Sign My Name;6.0;5;Jeb Stuart
10000000;War & History & Drama;184374;mexican;es;Cinco de Mayo: La Batalla;On May 5th, 1862, a few thousand Mexican soldiers put their lives on the line against the world's largest and most powerful army in one legendary battle for freedom and for Mexico.;"[{""name"": ""Estudios Churubusco Azteca"", ""id"": 5153}, {""name"": ""Gala Films"", ""id"": 23133}, {""name"": ""Gobierno del Estado de Puebla"", ""id"": 56358}]";2013-05-03;0;125.0;;Cinco de Mayo: La Batalla;5.8;14;Rafa Lara
10000000;Comedy & Family & Romance;268171;widower;en;Elsa & Fred;Aged, embittered widower, Fred learns to enjoy life thanks to his elderly yet vibrant neighbor, Elsa. Upon learning Elsa is terminally ill, Fred takes her to the Fontana di Trevi in Rome in order to reenact her favorite scene from ‘La Dolce Vita’.;"[{""name"": ""Riverside Entertainment"", ""id"": 5621}, {""name"": ""Rio Negro"", ""id"": 10630}, {""name"": ""Media House Capital"", ""id"": 13235}, {""name"": ""Cuatro Plus Films"", ""id"": 22868}, {""name"": ""Defiant Pictures"", ""id"": 22869}, {""name"": ""Creative Andina"", ""id"": 22870}]";2014-03-07;0;104.0;It's never too late.;Elsa & Fred;6.2;31;Michael Radford
10000000;Comedy;78149;alan smithee;en;An Alan Smithee Film: Burn, Hollywood, Burn;Filmmaker Alan Smithee finds himself the unwilling puppet of a potentially bad, big budget action film which he proceeds to steal the reels and leave the cast and crew in a frenzy.;"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]";1998-02-20;45779;86.0;;An Alan Smithee Film: Burn, Hollywood, Burn;3.0;9;Alan Smithee
0;Comedy & Drama & Romance;24663;independent film;en;The Open Road;Minor leaguer Carlton Garret takes an unexpected road trip to track down his estranged father, legendary baseball player Kyle Garret when Carlton’s mother becomes sick. Once reunited, Carlton struggles to deal with the series of misadventures caused by his father’s antics. Attempts at bonding come to a head as the mismatched duo make their way from Ohio back home to Houston to reunite the family.;[];2009-02-07;0;90.0;They've got a long way to go;The Open Road;4.8;19;Michael Meredith
3200000;Comedy & Romance;39037;independent film;en;The Good Guy;Ambitious young Manhattanite and urban conservationist Beth (Bledel) wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy (Porter), a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel (Greenberg). Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.;"[{""name"": ""Belladonna Productions"", ""id"": 2341}, {""name"": ""Whitest Pouring Films"", ""id"": 26127}]";2009-04-25;0;90.0;;The Good Guy;5.4;59;Julio DePietro
0;Comedy & Drama;22805;mother role blog woman director;en;Motherhood;Motherhood is a comedy written and directed by Katherine Dieckmann, and stars Uma Thurman, Anthony Edwards and Minnie Driver. Shot on location in New York’s West Village, focuses on the dilemmas of motherhood, such as marriage, work, and self, shown in the trials and tribulations of one pivotal day.;"[{""name"": ""John Wells Productions"", ""id"": 1512}]";2009-01-21;0;90.0;;Motherhood;4.7;44;Katherine Dieckmann
0;Drama & Family;39055;duringcreditsstinger;en;Free Style;Cale Bryant is determined to win a coveted spot on the Grand National motocross racing team. With the support of his loving mother, precocious little sister and new girlfriend, Cale proves against all odds that he has the heart, the willpower and the courage never to give up on his dream.;"[{""name"": ""Rigel Entertainment"", ""id"": 5221}]";2008-12-24;140987;94.0;It's Time To Soar.;Free Style;5.8;4;William Dear
10000000;Drama & Thriller;245846;australia missing child outback alcoholic drink troubled marriage;en;Strangerland;Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.;"[{""name"": ""Worldview Entertainment"", ""id"": 9015}]";2015-07-01;17472;111.0;To find the truth they must lose themselves.;Strangerland;5.1;83;Kim Farrant
10000000;Comedy;25186;;en;Janky Promoters;Two shady concert promoters get into hot water when their chance to book a superstar rapper goes awry.;"[{""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Dimension Films"", ""id"": 7405}]";2009-10-16;9069;85.0;;Janky Promoters;7.0;5;Marcus Raboy
10000000;Comedy & Romance;15017;stripper friends best friend;en;Blonde Ambition;A young professional woman (Simpson) unwittingly becomes the pawn of two business executives in their bid to oust the head of a mega-conglomerate.;[];2007-12-21;0;93.0;Small-town girl. Big-time dreams.;Blonde Ambition;3.9;29;Scott Marshall Smith
14100000;Crime & Mystery & Thriller;12245;mathematician mathematics oxford symbol triangle;en;The Oxford Murders;At Oxford University, a professor and a grad student work together to try and stop a potential series of murders seemingly linked by mathematical symbols;"[{""name"": ""La Fabrique de Films"", ""id"": 2673}, {""name"": ""Telecinco Cinema"", ""id"": 2674}]";2008-01-18;0;107.0;There is no way of finding a single absolute truth;The Oxford Murders;5.7;188;\u00c1lex de la Iglesia
0;Drama & Horror & Thriller;49787;boat boat accident underwater shark great white shark;en;The Reef;A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.;"[{""name"": ""Lightning Entertainment"", ""id"": 3256}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Screen NSW"", ""id"": 10951}, {""name"": ""ProdigyMovies"", ""id"": 22897}, {""name"": ""Mysterious Light"", ""id"": 22898}]";2010-05-15;0;94.0;Pray That You Drown First;The Reef;5.4;130;Andrew Traucki
0;Comedy & Drama;16358;family secrets dysfunctional family independent film death in family family conflict;en;Eulogy;A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.;"[{""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Eulogy Productions LLC"", ""id"": 25918}, {""name"": ""Ovation Entertainment"", ""id"": 25919}]";2004-10-15;0;91.0;;Eulogy;6.4;34;Michael Clancy
0;Thriller & Drama & Horror & Fantasy;7006;suicide murder;en;White Noise 2: The Light;A man's family brought back from the verge of death, he then discovers he can identify people who are about to die.;"[{""name"": ""Brightlight Pictures"", ""id"": 1063}, {""name"": ""Gold Circle Films"", ""id"": 12026}]";2007-01-05;0;99.0;Sometimes they don't come back alone.;White Noise 2: The Light;5.6;80;Patrick Lussier
10000000;Music & Drama;66767;sporting event;en;Beat the World;Three dance crews – one Latin American, one European and one Canadian – prepare to battle at the International Beat the World competition in Detroit. Along the way, they struggle with gambling debt, bad break-ups and their own egos. In the final showdown to become world champions they find that their lifelong hopes, dreams and even lives, are at stake.;"[{""name"": ""The Harold Greenberg Fund"", ""id"": 807}, {""name"": ""Ontario Media Development Corporation (OMDC)"", ""id"": 11576}, {""name"": ""Telefilm Canada - Equity Investment Program"", ""id"": 53477}, {""name"": ""Inner City Films"", ""id"": 64829}]";2011-06-10;0;91.0;Feel the beat, live the dream.;Beat the World;4.3;16;Robert Adetuyi
0;Action & Thriller;17622;ira slot machine riot police woman director;en;Fifty Dead Men Walking;Based on Martin McGartland's real life story as a informant for the British Police to spy on the IRA. Taking place from 1987-1991, Martin (Jim Sturgess) works his way up the ranks of the IRA, while keeping his informant with the police Fergis (Ben Kingsley) at bay. In the process he saved numerous lives and is still in hiding from the IRA today.;"[{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Brightlight Pictures"", ""id"": 1063}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Future Films"", ""id"": 10843}, {""name"": ""Handmade International"", ""id"": 11662}, {""name"": ""Future Films Production Services"", ""id"": 11663}, {""name"": ""Altitude Entertainment"", ""id"": 11664}, {""name"": ""SBK Pictures"", ""id"": 11665}, {""name"": ""Skogland Films"", ""id"": 11666}, {""name"": ""Northern Ireland Screen"", ""id"": 11667}, {""name"": ""Grove Media Finance"", ""id"": 11668}, {""name"": ""Horizon Media Fund"", ""id"": 11669}]";2008-09-10;0;117.0;;Fifty Dead Men Walking;6.1;35;Kari Skogland
0;Family & Animation & Adventure;283671;poacher jungle;en;Jungle Shuffle;In this turbulent jungle adventure an outcast coati male has to team up with a quirky spider monkey to save a coati princess from the hands of a human poacher and his mysterious client.;"[{""name"": ""Wonderworld Studios"", ""id"": 3980}, {""name"": ""Animation Picture Company"", ""id"": 15196}, {""name"": ""Avikoo Studios"", ""id"": 40642}]";2014-08-07;0;85.0;;Jungle Shuffle;6.5;1;Taedong Park
10000000;Drama & War;18516;holocaust nazis israeli;en;Adam Resurrected;"Before the war, in Berlin, Adam was an entertainer- cabaret impresario, magician, musician-loved by all until he finds himself in a concentration camp, confronted by Commandant Klein. Adam survives the camp by becoming the Klein's ""dog"", entertaining him while his wife and daughter are sent off to die. ""Adam Resurrected"" is the story of a man who once was a dog who meets a dog who once was a boy.";"[{""name"": ""3L Filmproduktion GmbH"", ""id"": 702}, {""name"": ""Bleiberg Entertainment"", ""id"": 1872}, {""name"": ""Adam Productions"", ""id"": 5565}, {""name"": ""July August Productions"", ""id"": 17388}]";2008-08-08;0;106.0;;Adam Resurrected;6.4;22;Paul Schrader
10;Drama & Romance & Comedy;217708;horse snow storm icelandic;is;Hross í oss;A country romance about the human streak in the horse and the horse in the human. Love and death become interlaced and with terrible consequences.The fortunes of the people in the country through the horses' perception.;"[{""name"": ""Filmhuset Gruppen"", ""id"": 68384}, {""name"": ""Leiknar Myndir"", ""id"": 68385}]";2013-08-30;11;85.0;;Of Horses and Men;6.9;26;Benedikt Erlingsson
0;Comedy & Romance;42057;london england indian lead murder matchmaking ghost;en;Hai Marjawaan!;Indian mother Mrs Sethi's (Azmi) obsession with marrying off her daughter turns murderous. With jokes that routinely miss the mark and cringeworthy slapstick, this black comedy farce shouldn't work. Somehow, though, it does. (c) Empire Magazine;"[{""name"": ""Studio 18"", ""id"": 3747}, {""name"": ""Bend It Films"", ""id"": 7620}, {""name"": ""Indian Film Company"", ""id"": 7621}]";2010-05-07;0;99.0;Finding the right man can be murder;It's a Wonderful Afterlife;4.3;9;Gurinder Chadha
10000000;Action & Horror & Thriller & Science Fiction;17577;duct tape gag bandana headshot camoflage uniform sadistic laughter;en;The Devil's Tomb;Captain Mack leads an elite military unit on a search for a missing scientist, and comes face-to-face with an an ancient evil lying beneath the Middle Eastern desert. Evil that is not of this world. Evil that should never be unearthed.;"[{""name"": ""Ice Cold Productions"", ""id"": 3336}, {""name"": ""Empyreal Entertainment"", ""id"": 3337}, {""name"": ""Ringleader Studios"", ""id"": 3338}]";2009-05-26;0;90.0;An evil entombed for 2000 years... until now.;The Devil's Tomb;4.0;53;Jason Connery
0;Drama & Foreign & Romance;14608;drama independent film;en;Partition;Determined to leave the ravages of war behind, 38 year old Gian Singh resigns from the British Indian Army to a quiet life. His world is soon thrown in turmoil, when he suddenly finds himself responsible for the life of a 17 year old girl, traumatized by the events that separated her from her family.;"[{""name"": ""Partition Films%2C Inc."", ""id"": 3904}, {""name"": ""Khussro Films"", ""id"": 3905}]";2007-02-02;0;116.0;;Partition;6.4;6;Vic Sarin
